ID,Description_lang,Display3_lang,Display2_lang,Display1_lang,Display_lang,DmgVariance,DurationInInventory,QualityModifier,BagFamily,StartQuestID,ItemRange,StatPercentageOfSocket_0,StatPercentageOfSocket_1,StatPercentageOfSocket_2,StatPercentageOfSocket_3,StatPercentageOfSocket_4,StatPercentageOfSocket_5,StatPercentageOfSocket_6,StatPercentageOfSocket_7,StatPercentageOfSocket_8,StatPercentageOfSocket_9,StatPercentEditor_0,StatPercentEditor_1,StatPercentEditor_2,StatPercentEditor_3,StatPercentEditor_4,StatPercentEditor_5,StatPercentEditor_6,StatPercentEditor_7,StatPercentEditor_8,StatPercentEditor_9,Field_1_15_3_55112_014_0,Field_1_15_3_55112_014_1,Field_1_15_3_55112_014_2,Field_1_15_3_55112_014_3,Field_1_15_3_55112_014_4,Field_1_15_3_55112_014_5,Field_1_15_3_55112_014_6,Field_1_15_3_55112_014_7,Field_1_15_3_55112_014_8,Field_1_15_3_55112_014_9,StatModifier_bonusStat_0,StatModifier_bonusStat_1,StatModifier_bonusStat_2,StatModifier_bonusStat_3,StatModifier_bonusStat_4,StatModifier_bonusStat_5,StatModifier_bonusStat_6,StatModifier_bonusStat_7,StatModifier_bonusStat_8,StatModifier_bonusStat_9,Stackable,MaxCount,MinReputation,RequiredAbility,AllowableRace_0,AllowableRace_1,SellPrice,BuyPrice,VendorStackCount,PriceVariance,PriceRandomValue,Flags_0,Flags_1,Flags_2,Flags_3,Flags_4,OppositeFactionItemID,ModifiedCraftingReagentItemID,ContentTuningID,PlayerLevelToItemLevelCurveID,MaxDurability,ItemNameDescriptionID,RequiredTransmogHoliday,RequiredHoliday,LimitCategory,Gem_properties,Socket_match_enchantment_ID,TotemCategoryID,InstanceBound,ZoneBound_0,ZoneBound_1,ItemSet,LockID,PageID,ItemDelay,MinFactionID,RequiredSkillRank,RequiredSkill,ItemLevel,AllowableClass,ItemRandomSuffixGroupID,RandomSelect,MinDamage_0,MinDamage_1,MinDamage_2,MinDamage_3,MinDamage_4,MaxDamage_0,MaxDamage_1,MaxDamage_2,MaxDamage_3,MaxDamage_4,Resistances_0,Resistances_1,Resistances_2,Resistances_3,Resistances_4,Resistances_5,Resistances_6,Field_1_15_7_59706_054,StatModifier_bonusAmount_0,StatModifier_bonusAmount_1,StatModifier_bonusAmount_2,StatModifier_bonusAmount_3,StatModifier_bonusAmount_4,StatModifier_bonusAmount_5,StatModifier_bonusAmount_6,StatModifier_bonusAmount_7,StatModifier_bonusAmount_8,StatModifier_bonusAmount_9,ExpansionID,ArtifactID,SpellWeight,SpellWeightCategory,SocketType_0,SocketType_1,SocketType_2,SheatheType,Material,PageMaterialID,LanguageID,Bonding,DamageType,ContainerSlots,RequiredPVPMedal,RequiredPVPRank,InventoryType,OverallQualityID,AmmunitionType,RequiredLevel
30511,,,,,Stonewood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,1325,5300,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30512,,,,,"Giant Spinneret",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,1185,4740,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
30513,,,,,"Bloody Spider Fang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,1325,5300,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
30514,,,,,"Nether Guards",0.20000000298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6316,2895,0,0,0,0,0,0,0,0,7,5,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,20361,101809,1,1,1,0,24580,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,-1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,24,11,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,3,2,0,0
30515,,,,,"Junior Technician 3rd Grade Goggles",0.20000000298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,3000,2800,0,0,0,0,0,0,0,7,5,6,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,20438,102194,1,1,1,0,24580,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,-1,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,21,15,14,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,2,0,0
30516,,,,,"Chief Engineer's Belt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4211,2895,2632,0,0,0,0,0,0,0,7,5,6,0,0,0,0,0,0,0,1,0,0,0,-1,-1,13677,68385,1,1,1,0,24580,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,-1,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,16,11,10,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,6,2,0,0
30517,,,,,"Netherfarer's Leggings",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7358,3962,3019,0,0,0,0,0,0,0,7,21,5,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,28831,144159,1,1,1,0,24580,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,-1,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,39,21,16,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,7,2,0,0
30518,,,,,"Warpthread Vest",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6415,4528,4340,0,0,0,0,0,0,0,7,5,21,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,28939,144697,1,1,1,0,24580,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,-1,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,34,24,23,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,5,2,0,0
30519,,,,,"Boots of the Nexus Warden",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750,4500,4250,0,0,0,0,0,0,0,7,18,5,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,21785,108926,1,1,1,0,24580,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,-1,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,27,18,17,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,8,2,0,0
30520,,,,,"Gold-Trimmed Cuffs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3103,6207,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,14229,71145,1,1,1,0,24580,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,-1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,9,18,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,9,2,0,0
30521,,,,,"Warpweaver's Gloves",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5263,5000,3158,0,0,0,0,0,0,0,5,7,6,0,0,0,0,0,0,0,1,0,0,0,-1,-1,13930,69653,1,1,1,0,24580,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,-1,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,20,19,12,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,10,2,0,0
30522,,,,,"Conjurer's Staff",0.40000000596,0,-20.29999923706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7925,5283,5094,0,0,0,0,0,0,0,7,5,21,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,91772,458861,1,1,1,0,24580,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,0,0,0,114,-1,0,0,218,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,42,28,27,0,0,0,0,0,0,0,254,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,17,2,0,0
30523,,,,,"Hotshot Cattle Prod",0.60000002384,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4545,2273,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,55355,276778,1,1,1,0,24580,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,0,0,0,111,-1,0,0,125,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,26,2,0,0
30524,,,,,"Ancient Draenei Manuscript, Chapter 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0
30525,,,,,"Ancient Draenei Manuscript, Chapter 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0
30526,,,,,"Ancient Draenei Manuscript, Chapter 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0
30527,,,,,"Draenei Tomb Relic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,1,1,64,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
30528,,,,,"Druid 105 Epic Bear Test Chest",0,0,3101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40286,34429,105857,28571,22000,0,0,0,0,0,4,3,7,13,12,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,0,0,1,0,1,0,24580,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1024,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,282,241,741,200,154,0,0,0,0,0,254,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,5,4,0,70
30529,,,,,"Plucked Lashh'an Feather",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,-1,-1,0,0,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
30530,,,,,"Fistful of Feathers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,1,1,64,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
30531,,,,,"Breeches of the Occultist",0.20000000298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5139,3056,3194,0,0,0,0,0,0,0,7,5,21,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,43665,218326,1,1,1,0,24580,0,0,0,0,0,0,0,75,0,0,0,0,0,2889,0,0,0,0,0,0,0,0,0,0,0,110,-1,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,37,22,23,0,0,0,0,0,0,0,254,0,0,0,4,3,3,0,7,0,0,1,0,0,0,0,7,4,0,70
30532,,,,,"Kirin Tor Master's Trousers",0.20000000298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,4028,3472,0,0,0,0,0,0,0,7,5,6,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,43827,219137,1,1,1,0,24580,0,0,0,0,0,0,0,75,0,0,0,0,0,2908,0,0,0,0,0,0,0,0,0,0,0,110,-1,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,27,29,25,0,0,0,0,0,0,0,254,0,0,0,2,3,4,0,7,0,0,1,0,0,0,0,7,4,0,70
30533,,,,,"Vanquisher's Legplates",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,5000,3194,0,0,0,0,0,0,0,4,7,32,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,76989,384949,1,1,1,0,24580,0,0,0,0,0,0,0,120,0,0,0,0,0,2873,0,0,0,0,0,0,0,0,0,0,0,110,-1,0,0,0,0,0,0,0,0,0,0,0,0,1216,0,0,0,0,0,0,0,36,36,23,0,0,0,0,0,0,0,254,0,0,0,2,2,4,0,6,0,0,1,0,0,0,0,7,4,0,70
30534,,,,,"Wyrmscale Greaves",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4444,3611,0,0,0,0,0,0,0,0,5,32,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,66241,331207,1,1,1,0,24580,0,0,0,0,0,0,0,105,0,0,0,0,0,2936,0,0,0,0,0,0,0,0,0,0,0,110,-1,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,32,26,0,0,0,0,0,0,0,0,254,0,0,0,4,4,3,0,5,0,0,1,0,0,0,0,7,4,0,70
30535,,,,,"Forestwalker Kilt",0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4583,3611,3333,3750,0,0,0,0,0,0,4,3,7,5,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,55409,277048,1,1,1,0,24580,0,0,0,0,0,0,0,90,0,0,0,0,0,2927,0,0,0,0,0,0,0,0,0,0,0,110,-1,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,33,26,24,27,0,0,0,0,0,0,254,0,0,0,2,4,4,0,8,0,0,1,0,0,0,0,7,4,0,70
30536,,,,,"Greaves of the Martyr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5278,4167,3750,0,0,0,0,0,0,0,4,7,5,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,77857,389287,1,1,1,0,24580,0,0,0,0,0,0,0,120,0,0,0,0,0,2927,0,0,0,0,0,0,0,0,0,0,0,110,-1,0,0,0,0,0,0,0,0,0,0,0,0,1216,0,0,0,0,0,0,0,38,30,27,0,0,0,0,0,0,0,254,0,0,0,2,4,4,0,6,0,0,1,0,0,0,0,7,4,0,70
30538,,,,,"Midnight Legguards",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4167,3750,2361,0,0,0,0,0,0,0,7,32,31,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,56029,280146,1,1,1,0,24580,0,0,0,0,0,0,0,90,0,0,0,0,0,2873,0,0,0,0,0,0,0,0,0,0,0,110,-1,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,30,27,17,0,0,0,0,0,0,0,254,0,0,0,2,2,4,0,8,0,0,1,0,0,0,0,7,4,0,70
30539,,,,,"Tally's Waiver (Signed)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2996,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30540,,,,,"Tally's Waiver (Unsigned)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,0,0,1,1,1,64,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
30541,,,,,"Stormsong Kilt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3472,4167,3611,0,0,0,0,0,0,0,7,5,21,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,69770,348851,1,1,1,0,24580,0,0,0,0,0,0,0,105,0,0,0,0,0,2889,0,0,0,0,0,0,0,0,0,0,0,110,-1,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,25,30,26,0,0,0,0,0,0,0,254,0,0,0,2,3,4,0,5,0,0,1,0,0,0,0,7,4,0,70
30542,,,,,"Dimensional Ripper - Area 52",0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20222,-1,-1,5000,20000,1,1,1,64,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,202,65,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,2,0,0
30543,,,,,"Pontifex Kilt",0.20000000298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3472,4028,3750,0,0,0,0,0,0,0,7,5,6,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,46846,234234,1,1,1,0,24580,0,0,0,0,0,0,0,75,0,0,0,0,0,2872,0,0,0,0,0,0,0,0,0,0,0,110,-1,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,25,29,27,0,0,0,0,0,0,0,254,0,0,0,2,3,4,0,7,0,0,1,0,0,0,0,7,4,0,70
30544,,,,,"Ultrasafe Transporter: Toshley's Station",0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20219,-1,-1,5000,20000,1,1,1,64,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,202,65,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,2,0,0
30545,,,,,"Cavrylin's Medallion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,1,1,1,2048,24580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
30546,"Matches a Red or Blue Socket.",,,,"Sovereign Tanzanite",0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,30000,120000,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0,0,0,0,0,70,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
30547,"Matches a Red or Yellow Socket.",,,,"Luminous Fire Opal",0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,30000,120000,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,70,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
30548,"Matches a Yellow or Blue Socket.",,,,"Polished Chrysoprase",0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,30000,120000,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,70,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
30549,"Matches a Red or Blue Socket.",,,,"Shifting Tanzanite",0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,30000,120000,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,70,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
30550,"Matches a Yellow or Blue Socket.",,,,"Sundered Chrysoprase",0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,30000,120000,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,70,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
30551,"Matches a Red or Yellow Socket.",,,,"Infused Fire Opal",0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,30000,120000,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,70,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
30552,"Matches a Red or Blue Socket.",,,,"Blessed Tanzanite",0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,-1,30000,120000,1,1,1,0,24580,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,70,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
